offensiveYN,post
0,To whoever it may concern. I am selling the set in my profile picture. I don't have a price and I am willing to Barter. Message me :D
0,To whoever it may concern. I am selling the set in my profile picture. I don't have a price and I am willing to Barter. Message me :D
0,I show boobs @scooby1sam @RyanSykes4 @fifthredbull @pankajtwite @keithols3003 @Palmer00Daniel @andrejkatic01
0,I show boobs @scooby1sam @RyanSykes4 @fifthredbull @pankajtwite @keithols3003 @Palmer00Daniel @andrejkatic01
0,I show boobs @scooby1sam @RyanSykes4 @fifthredbull @pankajtwite @keithols3003 @Palmer00Daniel @andrejkatic01
0,Sometimes don't you just hate this motherfucking world
0,It's soooo annoying when people always think you mess with somebody I just can't be single and chilling &#129300;&#128580;&#129318;&#127997;___锔
0,It's soooo annoying when people always think you mess with somebody I just can't be single and chilling &#129300;&#128580;&#129318;&#127997;___锔
0,It's soooo annoying when people always think you mess with somebody I just can't be single and chilling &#129300;&#128580;&#129318;&#127997;___锔
0,*Tanner lying sick in bed* me: you're super warm babe I think you have a fever him: no no baby I just have the hots for you &#128525;love this guy
0,*Tanner lying sick in bed* me: you're super warm babe I think you have a fever him: no no baby I just have the hots for you &#128525;love this guy
0,*Tanner lying sick in bed* me: you're super warm babe I think you have a fever him: no no baby I just have the hots for you &#128525;love this guy
0,Almost got a Switch. Almost. But then I had to set up a profile on Best Buy's site and that foiled my flawless plan.
0,Almost got a Switch. Almost. But then I had to set up a profile on Best Buy's site and that foiled my flawless plan.
0,Almost got a Switch. Almost. But then I had to set up a profile on Best Buy's site and that foiled my flawless plan.
0,Now I wait to see which signed albums I got and the photo cards until I decide if I want to trade any or not.
0,Now I wait to see which signed albums I got and the photo cards until I decide if I want to trade any or not.
0,Now I wait to see which signed albums I got and the photo cards until I decide if I want to trade any or not.
0,"Did you know that @Snapchat is the second most used social network, after @facebook ? #FunFactFriday #SMTulsa"
0,"Did you know that @Snapchat is the second most used social network, after @facebook ? #FunFactFriday #SMTulsa"
0,"Did you know that @Snapchat is the second most used social network, after @facebook ? #FunFactFriday #SMTulsa"
0,Not even at uni anymore and eduroam is still fucking with me
0,Not even at uni anymore and eduroam is still fucking with me
0,"I keep getting updates on pending houses, and the shit is driving me insane."
0,"I keep getting updates on pending houses, and the shit is driving me insane."
0,"I keep getting updates on pending houses, and the shit is driving me insane."
0,EVEN THE FUCKING DICTIONARY IS MEMING MR R I AM G O N E
0,"The Rockies have started strong, taking the 1st 2 games of this Opening Series. Tonight, Tyler Chatwood takes the mound for his 1st start."
0,"The Rockies have started strong, taking the 1st 2 games of this Opening Series. Tonight, Tyler Chatwood takes the mound for his 1st start."
0,"The Rockies have started strong, taking the 1st 2 games of this Opening Series. Tonight, Tyler Chatwood takes the mound for his 1st start."
0,Left my house feeling good looking good and all of a sudden my eyelash is poppin off and I forgot deodorant. My life
0,Left my house feeling good looking good and all of a sudden my eyelash is poppin off and I forgot deodorant. My life
0,Left my house feeling good looking good and all of a sudden my eyelash is poppin off and I forgot deodorant. My life
0,It was so difficult to fall asleep 'cuz of my cold but then i have to dream of samara and zombies &#128553;&#128553; i fucking hate myself
0,It was so difficult to fall asleep 'cuz of my cold but then i have to dream of samara and zombies &#128553;&#128553; i fucking hate myself
0,It was so difficult to fall asleep 'cuz of my cold but then i have to dream of samara and zombies &#128553;&#128553; i fucking hate myself
0,Buried within the most mundane of exercises can be the most valuable of storylines. You never know what you're going to find. #amwriting
0,Buried within the most mundane of exercises can be the most valuable of storylines. You never know what you're going to find. #amwriting
0,Buried within the most mundane of exercises can be the most valuable of storylines. You never know what you're going to find. #amwriting
0,Listening to this jerk congman Eric Swalwell I couldn't believe my ears hearing this idiot blabbering well rehearsed nonsensical rhetoric
0,went out of dynamite... guess demons in the dirt and dmf from @hellyeahband can make the same effect&#129304;&#127995;&#129304;&#127995;&#129304;&#127995;&#129304;&#127995;
0,went out of dynamite... guess demons in the dirt and dmf from @hellyeahband can make the same effect&#129304;&#127995;&#129304;&#127995;&#129304;&#127995;&#129304;&#127995;
0,went out of dynamite... guess demons in the dirt and dmf from @hellyeahband can make the same effect&#129304;&#127995;&#129304;&#127995;&#129304;&#127995;&#129304;&#127995;
0,Zuma made me forget about my fucking SuperBru picks... MSP.
0,Zuma made me forget about my fucking SuperBru picks... MSP.
0,I don't even sleep anymore I just take 1 hour naps every 2 hours. Sleep schedule mad fucked up
0,I don't even sleep anymore I just take 1 hour naps every 2 hours. Sleep schedule mad fucked up
0,I don't even sleep anymore I just take 1 hour naps every 2 hours. Sleep schedule mad fucked up
0,"""@gothevikings i'm happy to get rid of lanes, but for now """"we"""" (me) complains when Frome holds the lead etc as well, works both ways"""
0,"""@gothevikings i'm happy to get rid of lanes, but for now """"we"""" (me) complains when Frome holds the lead etc as well, works both ways"""
0,"""@gothevikings i'm happy to get rid of lanes, but for now """"we"""" (me) complains when Frome holds the lead etc as well, works both ways"""
0,I am now realizing that I should have made myself a cover letter and resume in the beginning of this year.
0,I am now realizing that I should have made myself a cover letter and resume in the beginning of this year.
0,I am now realizing that I should have made myself a cover letter and resume in the beginning of this year.
0,"""Sitting here at work and decided to call Quela and had her ass on speaker and she gonna answer """"talk dirty to me"""" ppl was looking like uh&#128128;&#128514;&#128514;"""
0,"DAILY TIP: If you have long hair, don't dry it out with constant shampooing. Wash it every two to three days and use leave-in conditioner."
0,"DAILY TIP: If you have long hair, don't dry it out with constant shampooing. Wash it every two to three days and use leave-in conditioner."
0,"DAILY TIP: If you have long hair, don't dry it out with constant shampooing. Wash it every two to three days and use leave-in conditioner."
0,All investigations should include what Obama did /didn't do to stop Russian aggression. Now that everyone is a Russia hawk.
0,All investigations should include what Obama did /didn't do to stop Russian aggression. Now that everyone is a Russia hawk.
0,All investigations should include what Obama did /didn't do to stop Russian aggression. Now that everyone is a Russia hawk.
0,We already see traces of play around the world after #cplay17. How can we stay in touch &amp; keep track of the play initiatives?
0,We already see traces of play around the world after #cplay17. How can we stay in touch &amp; keep track of the play initiatives?
0,We already see traces of play around the world after #cplay17. How can we stay in touch &amp; keep track of the play initiatives?
0,I hit my head on my bed earlier and it was bleeding and mom made me send her a pic so she could make sure I didn't need stitches
0,I hit my head on my bed earlier and it was bleeding and mom made me send her a pic so she could make sure I didn't need stitches
0,I hit my head on my bed earlier and it was bleeding and mom made me send her a pic so she could make sure I didn't need stitches
0,Like i'm shitting myself and this is just dragging it out and fucking fuck i hate this.
0,"I like texts with long replies. It makes me feel special, as if they actually want to talk to me. IkawAng KISSESunshineKo"
0,"I like texts with long replies. It makes me feel special, as if they actually want to talk to me. IkawAng KISSESunshineKo"
0,"I like texts with long replies. It makes me feel special, as if they actually want to talk to me. IkawAng KISSESunshineKo"
0,Nothing trips me out more than feeling like a song's BPM is way off after hearing a faster/slower song beforehand #whyugottadomelikethis
0,Nothing trips me out more than feeling like a song's BPM is way off after hearing a faster/slower song beforehand #whyugottadomelikethis
0,Nothing trips me out more than feeling like a song's BPM is way off after hearing a faster/slower song beforehand #whyugottadomelikethis
0,Mmmm get around other people and can't get a text back &#128564;_&#127997; so is that what we're doing now &#128563;&#129300; acting like we didn't messages come thru
0,Mmmm get around other people and can't get a text back &#128564;_&#127997; so is that what we're doing now &#128563;&#129300; acting like we didn't messages come thru
0,stop making fucking memes about war and death to get some retweets
0,Man championships have been something else this year fucking crazy what a year for sports
0,Man championships have been something else this year fucking crazy what a year for sports
0,"""@ruth_hunt @soniasodha I'm trying to ask myself in a more mindful way, """"Is what I want to say creating heat or light?"""""""
0,"""@ruth_hunt @soniasodha I'm trying to ask myself in a more mindful way, """"Is what I want to say creating heat or light?"""""""
0,"""@ruth_hunt @soniasodha I'm trying to ask myself in a more mindful way, """"Is what I want to say creating heat or light?"""""""
0,I was mesmerized by @sammangubat and kuys froilan mash up (say you wont let go &amp; the man who can't be move ) ang galing nun bigayan nila!
0,I was mesmerized by @sammangubat and kuys froilan mash up (say you wont let go &amp; the man who can't be move ) ang galing nun bigayan nila!
0,OMFG OMFG IM HAVING A...IDFK!!! I JUST KNOW MY MIND IS FUCKING BLOWN!!! #Wrestlemania
0,OMFG OMFG IM HAVING A...IDFK!!! I JUST KNOW MY MIND IS FUCKING BLOWN!!! #Wrestlemania
0,OMFG OMFG IM HAVING A...IDFK!!! I JUST KNOW MY MIND IS FUCKING BLOWN!!! #Wrestlemania
0,"I get taken for granted, when I've been nothing but real and honest with everyone. I can take shit for granted too."
0,"I get taken for granted, when I've been nothing but real and honest with everyone. I can take shit for granted too."
0,I hate when bitches quote Nicki's lyrics wrong on they IG captions. I refuse to like the pic just cuz of that. Petty. Idc. &#129335;&#127997;___锔
0,Every hour of my spring break has consisted of me asking myself what to eat next and now I've run out of ideas
0,Every hour of my spring break has consisted of me asking myself what to eat next and now I've run out of ideas
0,Every hour of my spring break has consisted of me asking myself what to eat next and now I've run out of ideas
0,I had a dream that I gave birth to a daughter named her lily and then I couldn't find her in the hospital I went crazy looking for her-
0,I had a dream that I gave birth to a daughter named her lily and then I couldn't find her in the hospital I went crazy looking for her-
0,I had a dream that I gave birth to a daughter named her lily and then I couldn't find her in the hospital I went crazy looking for her-
0,"""@LaurenGallaway @nicmanz15 mistake sure you've got a pretty powerful blender...ours didn't work til we tried """"frozen drink"""" setting lol"""
0,"""@LaurenGallaway @nicmanz15 mistake sure you've got a pretty powerful blender...ours didn't work til we tried """"frozen drink"""" setting lol"""
0,"""@LaurenGallaway @nicmanz15 mistake sure you've got a pretty powerful blender...ours didn't work til we tried """"frozen drink"""" setting lol"""
0,The past should be left in the past or it can steal your future. Live life for what tomorrow can bring. KISSES GlitzAndGlam
0,The past should be left in the past or it can steal your future. Live life for what tomorrow can bring. KISSES GlitzAndGlam
0,The past should be left in the past or it can steal your future. Live life for what tomorrow can bring. KISSES GlitzAndGlam
0,Cover ups at the end of the day are annoying as fuck
0,Cover ups at the end of the day are annoying as fuck
0,Cover ups at the end of the day are annoying as fuck
0,this shit is scary and the worst part is we can't just hide under our blankets because this is actually fucking happening
0,So @iAmAustinJones did you have as much of a fucking blast as I did tonight seeing @PanicAtTheDisco ???
0,So @iAmAustinJones did you have as much of a fucking blast as I did tonight seeing @PanicAtTheDisco ???
0,So @iAmAustinJones did you have as much of a fucking blast as I did tonight seeing @PanicAtTheDisco ???
0,"""Ran into one of my grandads pals today Ive not seen since I was wee, I got""""you're some height now Jordan"""" compared to what,a fucking smurf?&#129300;"""
0,"""Ran into one of my grandads pals today Ive not seen since I was wee, I got""""you're some height now Jordan"""" compared to what,a fucking smurf?&#129300;"""
0,"""Ran into one of my grandads pals today Ive not seen since I was wee, I got""""you're some height now Jordan"""" compared to what,a fucking smurf?&#129300;"""
0,My ubereats driver called me yelling bc he decided to not follow his GPS &amp; ended up not at my address? Tf? No.
0,My ubereats driver called me yelling bc he decided to not follow his GPS &amp; ended up not at my address? Tf? No.
0,My ubereats driver called me yelling bc he decided to not follow his GPS &amp; ended up not at my address? Tf? No.
0,I was in the 8th grade when she passed and remember the outpouring of love from the Tejano community. Beautiful soul gone too soon#RIPSelena
0,I was in the 8th grade when she passed and remember the outpouring of love from the Tejano community. Beautiful soul gone too soon#RIPSelena
0,I was in the 8th grade when she passed and remember the outpouring of love from the Tejano community. Beautiful soul gone too soon#RIPSelena
0,The busta rythmns new wat was up u bey9nce in hellraiser..now silent bro up the screen ..busta who else..now now i aint alone in this
0,The busta rythmns new wat was up u bey9nce in hellraiser..now silent bro up the screen ..busta who else..now now i aint alone in this
0,The busta rythmns new wat was up u bey9nce in hellraiser..now silent bro up the screen ..busta who else..now now i aint alone in this
0,"WOW, what a day so far!! Thanks to everyone who came to Bb so far today! We are looking forward to another busy supper!"
0,"WOW, what a day so far!! Thanks to everyone who came to Bb so far today! We are looking forward to another busy supper!"
0,"WOW, what a day so far!! Thanks to everyone who came to Bb so far today! We are looking forward to another busy supper!"
0,*Sel calls Bai* Sel: where u at? Bai: at my fucking house
0,*Sel calls Bai* Sel: where u at? Bai: at my fucking house
0,well today turned out to be a real fucking shitshow
0,well today turned out to be a real fucking shitshow
0,well today turned out to be a real fucking shitshow
0,i have this whole idea of how i want my life to turn out...i just wanna know when it's gonna start going my way
0,i have this whole idea of how i want my life to turn out...i just wanna know when it's gonna start going my way
0,i have this whole idea of how i want my life to turn out...i just wanna know when it's gonna start going my way
0,HEY REMEMBER WHEN THE GUY I WORK WITH LET AIR OUT OF TIRES BECAUSE HE WAS FUCKED UP ON XANAX?
0,HEY REMEMBER WHEN THE GUY I WORK WITH LET AIR OUT OF TIRES BECAUSE HE WAS FUCKED UP ON XANAX?
0,"""Alyssa had one martini &amp; we're walking to the car &amp; she says """"I'm not gonna lie I'm kinda tipsy, it's alright though I'm good to drink"""""""
0,"""Alyssa had one martini &amp; we're walking to the car &amp; she says """"I'm not gonna lie I'm kinda tipsy, it's alright though I'm good to drink"""""""
0,"""Alyssa had one martini &amp; we're walking to the car &amp; she says """"I'm not gonna lie I'm kinda tipsy, it's alright though I'm good to drink"""""""
0,I lost someone that didn't give a shit about me but you lost someone that adored you so who really lost
0,I lost someone that didn't give a shit about me but you lost someone that adored you so who really lost
0,My meeting with my professor just fucked up my day I hate school so much wtf
0,My meeting with my professor just fucked up my day I hate school so much wtf
0,"""Holy crap what happened to the @'s on Tweetdeck? Why did they make the """"replying to"""" look small? This is going to take some getting used to"""
0,"""Holy crap what happened to the @'s on Tweetdeck? Why did they make the """"replying to"""" look small? This is going to take some getting used to"""
0,"""Holy crap what happened to the @'s on Tweetdeck? Why did they make the """"replying to"""" look small? This is going to take some getting used to"""
0,Orange and blue do not go together. #CBJ need to keep those guys outta the crease today when Bob is off a bit.
0,Orange and blue do not go together. #CBJ need to keep those guys outta the crease today when Bob is off a bit.
0,Orange and blue do not go together. #CBJ need to keep those guys outta the crease today when Bob is off a bit.
0,"If attorney general who publicly denounced the inconstitutional move,doesn't remove the culprits afterwards, it will mean she is a complicit"
0,"If attorney general who publicly denounced the inconstitutional move,doesn't remove the culprits afterwards, it will mean she is a complicit"
0,"If attorney general who publicly denounced the inconstitutional move,doesn't remove the culprits afterwards, it will mean she is a complicit"
0,"If there's one thing you can count on from Persona, it's the music. The vocal songs do not disappoint so far."
0,"If there's one thing you can count on from Persona, it's the music. The vocal songs do not disappoint so far."
0,"If there's one thing you can count on from Persona, it's the music. The vocal songs do not disappoint so far."
0,It's annoying how my brother goes to town east with his bitch &#128580;
0,We want Unbiased Court Proceedings in Asaram Bapu Ji's case #RemoveUnfairPOCSOlaw &amp; stop POCSO Misuse ASAP!
0,We want Unbiased Court Proceedings in Asaram Bapu Ji's case #RemoveUnfairPOCSOlaw &amp; stop POCSO Misuse ASAP!
0,We want Unbiased Court Proceedings in Asaram Bapu Ji's case #RemoveUnfairPOCSOlaw &amp; stop POCSO Misuse ASAP!
0,"Compassion comes from people who been through the worst of life, judgmental people are the ones who never been through shit"
0,"Compassion comes from people who been through the worst of life, judgmental people are the ones who never been through shit"
0,"People won't fucking care if you tell them about your half-brained, toxic thoughts on a KOREAN BOY GROUP"
0,gonna spend the whole summer writing essays to my mother so when I get back in semester I don't write like I have a 2 yr old brain
0,gonna spend the whole summer writing essays to my mother so when I get back in semester I don't write like I have a 2 yr old brain
0,gonna spend the whole summer writing essays to my mother so when I get back in semester I don't write like I have a 2 yr old brain
0,"Yesterday: 2-2, -0.05 units Let's have a big one today! NBA has been red hot &#128293; L3: 11-2, +14.36u L7: 17-8, +14.04u L14: 30-18, +19.63u"
0,"Yesterday: 2-2, -0.05 units Let's have a big one today! NBA has been red hot &#128293; L3: 11-2, +14.36u L7: 17-8, +14.04u L14: 30-18, +19.63u"
0,"Yesterday: 2-2, -0.05 units Let's have a big one today! NBA has been red hot &#128293; L3: 11-2, +14.36u L7: 17-8, +14.04u L14: 30-18, +19.63u"
0,Look at this dudes fucking profile picture seeing as Halloween is overThank you in 11 days;
0,Look at this dudes fucking profile picture seeing as Halloween is overThank you in 11 days;
0,Look at this dudes fucking profile picture seeing as Halloween is overThank you in 11 days;
0,the person that is trying to hack me deleted all my drafts :( I'm gonna make this account unhackable just see
0,the person that is trying to hack me deleted all my drafts :( I'm gonna make this account unhackable just see
0,the person that is trying to hack me deleted all my drafts :( I'm gonna make this account unhackable just see
0,"""When you are about to die, a wombat is better than no company at all. -- Roger Zelazny, """"Doorways in the Sand"""""""
0,"""When you are about to die, a wombat is better than no company at all. -- Roger Zelazny, """"Doorways in the Sand"""""""
0,"""When you are about to die, a wombat is better than no company at all. -- Roger Zelazny, """"Doorways in the Sand"""""""
0,in 2012/2013 we could win if we still have Robin cunt Persie. at that time we dont have strikers who experience enough to win the league
0,"Was all ready to laugh off Jamiroquai__ return, but must say the 3 tracks I__e heard are really, really good."
0,"Was all ready to laugh off Jamiroquai__ return, but must say the 3 tracks I__e heard are really, really good."
0,"Was all ready to laugh off Jamiroquai__ return, but must say the 3 tracks I__e heard are really, really good."
0,the hope was real. My review @TheChainsmokers album 7/10 just wish more of there EDM side was more present- But definetely the feels &#128149;
0,the hope was real. My review @TheChainsmokers album 7/10 just wish more of there EDM side was more present- But definetely the feels &#128149;
0,the hope was real. My review @TheChainsmokers album 7/10 just wish more of there EDM side was more present- But definetely the feels &#128149;
0,"I think she did it on purpose, I can't fuck with the hate, I'm allergic"
0,"I think she did it on purpose, I can't fuck with the hate, I'm allergic"
0,I'm so fucking hungry and I don't go on break til 6-7
0,I'm so fucking hungry and I don't go on break til 6-7
0,I'm so fucking hungry and I don't go on break til 6-7
0,"""&#127926;&#127926;""""I love you babbyyy and if it's quite alright I need you baby to warm the lonely nights I love you baby trust in me when I sayyyy"""" &#127926;&#127926;"""
0,"""&#127926;&#127926;""""I love you babbyyy and if it's quite alright I need you baby to warm the lonely nights I love you baby trust in me when I sayyyy"""" &#127926;&#127926;"""
0,"""&#127926;&#127926;""""I love you babbyyy and if it's quite alright I need you baby to warm the lonely nights I love you baby trust in me when I sayyyy"""" &#127926;&#127926;"""
0,#Hyderabad 1 Unit A+ve blood urgent at Care Hospital Banjara Hills Pls Call 8309984220 Mar 31 @BloodDonorsIn
0,#Hyderabad 1 Unit A+ve blood urgent at Care Hospital Banjara Hills Pls Call 8309984220 Mar 31 @BloodDonorsIn
0,#Hyderabad 1 Unit A+ve blood urgent at Care Hospital Banjara Hills Pls Call 8309984220 Mar 31 @BloodDonorsIn
0,"""@BillTufts How do you define """"bailout""""? The key factor in plan soundness is interest rates, which are slowly moving up. Agree?"""
0,"""@BillTufts How do you define """"bailout""""? The key factor in plan soundness is interest rates, which are slowly moving up. Agree?"""
0,"""@BillTufts How do you define """"bailout""""? The key factor in plan soundness is interest rates, which are slowly moving up. Agree?"""
0,#Confirmed a EUR 200 million long-term loan to StateBank of India to support Indian large scale solar projects-European Investment Bank -ANI
0,#Confirmed a EUR 200 million long-term loan to StateBank of India to support Indian large scale solar projects-European Investment Bank -ANI
0,#Confirmed a EUR 200 million long-term loan to StateBank of India to support Indian large scale solar projects-European Investment Bank -ANI
0,"Clean Bandit - Rockabye ft. Sean Paul &amp; Anne-Marie, Here's The Brand New # 1 Video In The World... Have A Great Night Ya'll, Live N Luv Life"
0,"Clean Bandit - Rockabye ft. Sean Paul &amp; Anne-Marie, Here's The Brand New # 1 Video In The World... Have A Great Night Ya'll, Live N Luv Life"
0,"Clean Bandit - Rockabye ft. Sean Paul &amp; Anne-Marie, Here's The Brand New # 1 Video In The World... Have A Great Night Ya'll, Live N Luv Life"
0,BUT THE MAN SORT OF INCHED CLOSER AND HIS HAND WAS NEAR MY BOOB AND THE TIME HE INCHED CLOSER HE WAS LIKE TOUCHING IT
0,BUT THE MAN SORT OF INCHED CLOSER AND HIS HAND WAS NEAR MY BOOB AND THE TIME HE INCHED CLOSER HE WAS LIKE TOUCHING IT
0,BUT THE MAN SORT OF INCHED CLOSER AND HIS HAND WAS NEAR MY BOOB AND THE TIME HE INCHED CLOSER HE WAS LIKE TOUCHING IT
0,30 minutes and we get to hear Harry since 2015. I'm fucking screaming yall.
0,30 minutes and we get to hear Harry since 2015. I'm fucking screaming yall.
0,30 minutes and we get to hear Harry since 2015. I'm fucking screaming yall.
0,do ya think we millennials are obsessed w/ house plants as a coping mechanism for the fucked up economy w/ no job prospects
0,do ya think we millennials are obsessed w/ house plants as a coping mechanism for the fucked up economy w/ no job prospects
0,"Camila if ___ou see this, I want you to know that I love you and that I will always support you. Miss u &#127463;&#127479;_ワ_"
0,"Camila if ___ou see this, I want you to know that I love you and that I will always support you. Miss u &#127463;&#127479;_ワ_"
0,"Camila if ___ou see this, I want you to know that I love you and that I will always support you. Miss u &#127463;&#127479;_ワ_"
0,didn't know i was detrimental to shreveport art scene by taking up for an artist that got fucked over :)
0,Anyone in Scotland who voted No in 2014 but who no longer recognises the UK they voted for is very welcome in the Yes movement #ScotRef
0,Anyone in Scotland who voted No in 2014 but who no longer recognises the UK they voted for is very welcome in the Yes movement #ScotRef
0,Anyone in Scotland who voted No in 2014 but who no longer recognises the UK they voted for is very welcome in the Yes movement #ScotRef
0,".@DearEvanHansen y'all need to change your SRO policy, the fact that everyone can buy 2 is absolutely ridiculous #youwillloseoutonashow"
0,".@DearEvanHansen y'all need to change your SRO policy, the fact that everyone can buy 2 is absolutely ridiculous #youwillloseoutonashow"
0,".@DearEvanHansen y'all need to change your SRO policy, the fact that everyone can buy 2 is absolutely ridiculous #youwillloseoutonashow"
0,that guy who bid on bullets lost because i had to bite the bullet and i fucking died
0,"The museum of death is so fucking trippy, I wanna go again"
0,The only reason why I haven't quit this fucking job yet is because of the gay dads that I see come in here every Sunday night
0,The only reason why I haven't quit this fucking job yet is because of the gay dads that I see come in here every Sunday night
0,The only reason why I haven't quit this fucking job yet is because of the gay dads that I see come in here every Sunday night
0,"So hard to forgive them shithouse tactics from 60 minutes in, fucking awful substitutions!!"
0,"The way he fell back when he got hit , His legs just there in the air . His little tempur tantrum &#128514;&#128514;&#128514; Just has me dead asf everytime &#128514;&#128557;&#128557;"
0,"The way he fell back when he got hit , His legs just there in the air . His little tempur tantrum &#128514;&#128514;&#128514; Just has me dead asf everytime &#128514;&#128557;&#128557;"
0,"The way he fell back when he got hit , His legs just there in the air . His little tempur tantrum &#128514;&#128514;&#128514; Just has me dead asf everytime &#128514;&#128557;&#128557;"
0,#car loan interest rates for bad credit wireless bird box camera
0,#car loan interest rates for bad credit wireless bird box camera
0,#car loan interest rates for bad credit wireless bird box camera
0,"Damn, @danaaaps got me fucked up in my feels w/ Selena now. Thank you fam &#128514;"
0,"Damn, @danaaaps got me fucked up in my feels w/ Selena now. Thank you fam &#128514;"
0,"""Then this woman was goin off her nut sayin """"so we aint going sea world"""" bus drivers like na ive told you where we goin.she was actual fuming"""
0,"""Then this woman was goin off her nut sayin """"so we aint going sea world"""" bus drivers like na ive told you where we goin.she was actual fuming"""
0,"""Then this woman was goin off her nut sayin """"so we aint going sea world"""" bus drivers like na ive told you where we goin.she was actual fuming"""
0,Don't read any of my tweets they're weird and you'll probably be grossed out because I'm talking about what I find attractive
0,Don't read any of my tweets they're weird and you'll probably be grossed out because I'm talking about what I find attractive
0,Don't read any of my tweets they're weird and you'll probably be grossed out because I'm talking about what I find attractive
0,Thanks @Skhomo23 for the hospitality and @Motso187 for the company. Unfortunately it was not a good night for us @Masandawana
0,Thanks @Skhomo23 for the hospitality and @Motso187 for the company. Unfortunately it was not a good night for us @Masandawana
0,Thanks @Skhomo23 for the hospitality and @Motso187 for the company. Unfortunately it was not a good night for us @Masandawana
0,"My friends hate me sometimes, but I don't know why. *Looks back on all the terrible puns you made* OOOHH."
0,"My friends hate me sometimes, but I don't know why. *Looks back on all the terrible puns you made* OOOHH."
0,"My friends hate me sometimes, but I don't know why. *Looks back on all the terrible puns you made* OOOHH."
0,Idc I care for people who I used to be so close to. Once I'm close to someone I'm always close to them no matter if we fade or not.
0,Idc I care for people who I used to be so close to. Once I'm close to someone I'm always close to them no matter if we fade or not.
0,Idc I care for people who I used to be so close to. Once I'm close to someone I'm always close to them no matter if we fade or not.
0,Yes! I am finally done w/ this whole biology book! Except I have an exam w/ 4 essay questions &amp; a research paper I haven't written yet...
0,Yes! I am finally done w/ this whole biology book! Except I have an exam w/ 4 essay questions &amp; a research paper I haven't written yet...
0,Yes! I am finally done w/ this whole biology book! Except I have an exam w/ 4 essay questions &amp; a research paper I haven't written yet...
0,Please join me today @ 5 P.M. Eastern Time to wish one of my bestest pals @andrealori has he crosses OTRB. A proper send off for a GREAT pup
0,Please join me today @ 5 P.M. Eastern Time to wish one of my bestest pals @andrealori has he crosses OTRB. A proper send off for a GREAT pup
0,Please join me today @ 5 P.M. Eastern Time to wish one of my bestest pals @andrealori has he crosses OTRB. A proper send off for a GREAT pup
0,I play this same bitch ass garbage akuma player in ranked every night. Gets fucking bodied and starts throwing me to death for oki
0,Hey if you're too pussy to cheer for the oilers that's cool just step aside and keep my name out your mouth
0,I always want more dogs... But then I spend 600$ at the vet in 1 week &amp; I'm like nah I'm good with what I've got &#128517;
0,I always want more dogs... But then I spend 600$ at the vet in 1 week &amp; I'm like nah I'm good with what I've got &#128517;
0,I always want more dogs... But then I spend 600$ at the vet in 1 week &amp; I'm like nah I'm good with what I've got &#128517;
0,Martha has a house keeper and this woman literally sent my ass to my room. I'm shocked and appalled.
0,Martha has a house keeper and this woman literally sent my ass to my room. I'm shocked and appalled.
0,"Idk how much longer I can go without eating meat, cause I've been dying for a damn burger with bacon on it"
0,"Idk how much longer I can go without eating meat, cause I've been dying for a damn burger with bacon on it"
0,"Idk how much longer I can go without eating meat, cause I've been dying for a damn burger with bacon on it"
0,"I ain't with the buggin' She get pissed off, did wrong &amp; dipped on! Haaaa"
0,#BlackMonday SA'n mxm.... when ppl lose the plot. Ask wat u can do 4 ur country &amp; not wat ur country can do 4 u. Fuck u guys r tiring!!!!
0,I'm picking up a friend at the train station and my phone is dying. This is my hell. I wanna watch Netflix while I wait
0,I'm picking up a friend at the train station and my phone is dying. This is my hell. I wanna watch Netflix while I wait
0,I'm picking up a friend at the train station and my phone is dying. This is my hell. I wanna watch Netflix while I wait
0,to the girl who got mad at MY boyfriend because he dates me.I'm sorry every boy you like ends up liking me and not your ratchet ass&#128514;&#128128;
0,"""Buhari spent our tax payers money on his """"personal"""" health, yet he has the gut to say he cannot disclose how he spent our money. BIG INSULT"""
0,the fact that we know chameleons exist means they r worthless idiot failures
0,the fact that we know chameleons exist means they r worthless idiot failures
0,the fact that we know chameleons exist means they r worthless idiot failures
0,No confidence!! She keeps saying Messi who scores abla Suarez who scores now not messi &#128514;and she said Ronaldo is weak.haters keep watching us
0,No confidence!! She keeps saying Messi who scores abla Suarez who scores now not messi &#128514;and she said Ronaldo is weak.haters keep watching us
0,Such an important day! Let's show the world just how beautiful the LGBTQ+ community (especially the Trans community) is _わ_&#128155;&#128154;&#128153;&#128156; #TDOV
0,Such an important day! Let's show the world just how beautiful the LGBTQ+ community (especially the Trans community) is _わ_&#128155;&#128154;&#128153;&#128156; #TDOV
0,Such an important day! Let's show the world just how beautiful the LGBTQ+ community (especially the Trans community) is _わ_&#128155;&#128154;&#128153;&#128156; #TDOV
0,I'm really into rock music. But I'm really into @jakemiller ... yet I sometimes am in the mood for country &#129300;
0,I'm really into rock music. But I'm really into @jakemiller ... yet I sometimes am in the mood for country &#129300;
0,I'm really into rock music. But I'm really into @jakemiller ... yet I sometimes am in the mood for country &#129300;
0,My sleeping schedule is so fucked up its crazy &#129318;___锔&#129318;___锔&#129318;___锔
0,I have a headache from these nasty ass animals &amp; their smells
0,I have a headache from these nasty ass animals &amp; their smells
0,seeing the amount of people on my course that have handed in their diss today is giving me major anxiety to finish mine
0,seeing the amount of people on my course that have handed in their diss today is giving me major anxiety to finish mine
0,seeing the amount of people on my course that have handed in their diss today is giving me major anxiety to finish mine
